codigo_carga;tipo_asignatura;codigo_asignatura;Asignatura;Seccion;Horario;Dias;inscritos_materia;parcial;fechaparcial;Fecha_Registro;asistencia;TipoExamen;Coordinacion_Catedra;Coordinador_Catedratico;Escuela;Facultad,
ARAR-AC_03_02-2020;P;ARAR-AC;ARTES GRÁFICAS I;3;13:00-16:00;Sab;18;1;22/8/2020;23/8/2020 01:44;17;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DIBT-I_05_02-2020;P;DIBT-I;DIBUJO TECNICO;5;16:00-19:00;Sab;49;1;22/8/2020;23/8/2020 01:53;47;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ET3Q-T_01_02-2020;P;ET3Q-T;AUDITORÍA DE GESTIÓN DE LA CALIDAD (ETC3);1;13:00-16:00;Sab;33;1;22/8/2020;23/8/2020 04:06;33;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
COI1-AC_01_02-2020;P;COI1-AC;CONSTRUCCIÓN E INSTALACIONES I;1;13:00-16:00;Sab;26;1;22/8/2020;23/8/2020 06:40;27;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT2-T_04_02-2020;P;MAT2-T;MATEMATICA II;4;13:00-16:00;Sab;70;1;22/8/2020;23/8/2020 06:00;67;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FIS2-I_03_02-2020;P;FIS2-I;FISICA II;3;16:00-19:00;Sab;116;1;22/8/2020;23/8/2020 06:07;108;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FPPP-I_02_02-2020;P;FPPP-I;FORMULACION Y EVALUACION DE PROYECTOS;2;13:00-16:00;Sab;53;1;22/8/2020;29/8/2020 12:51;55;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TAI4-AC_02_02-2020;P;TAI4-AC;TALLER INTEGRAL IV;2;SAB 13:45-16:00/DOM 07:00-09:15;Sab-Dom;16;1;22/8/2020;23/8/2020 11:43;15;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ORTI-I_05_02-2020;P;ORTI-I;ORIENTACION TECNICA DE INGENIERIA;5;13:00-16:00;Sab;29;1;22/8/2020;23/8/2020 06:37;27;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SIOP-N_01_02-2020;P;SIOP-N;SISTEMAS OPERATIVOS;1;16:00-19:00;Sab;24;1;22/8/2020;23/8/2020 06:42;24;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TAI2-AC_02_02-2020;P;TAI2-AC;TALLER INTEGRAL II;2;SAB 13:45-16:00/DOM 07:00-09:15;Sab-Dom;10;1;22/8/2020;23/8/2020 06:44;9;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ETI3-T_01_02-2020;P;ETI3-T;MODELOS DE DECISIÓN II                                                    ;1;13:00-16:00;Sab;75;1;22/8/2020;23/8/2020 07:07;75;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT2-E_04_02-2020;P;MAT2-E;MATEMATICA II;4;13:00-16:00;Sab;74;1;22/8/2020;23/8/2020 07:12;70;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MODE-I_03_02-2020;P;MODE-I;MODELOS DE DECISION;3;16:00-19:00;Sab;74;1;22/8/2020;23/8/2020 07:15;76;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATF-I_07_02-2020;P;MATF-I;MATEMATICA FINANCIERA;7;13:00-16:00;Sab;125;1;22/8/2020;23/8/2020 07:22;122;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DIBA-I_04_02-2020;P;DIBA-I;DIBUJO APLICADO;4;13:00-16:00;Sab;49;1;22/8/2020;23/8/2020 07:30;48;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FIS3-I_03_02-2020;P;FIS3-I;FISICA III;3;13:00-16:00;Sab;82;1;22/8/2020;23/8/2020 07:42;76;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MYTI-I_02_02-2020;P;MYTI-I;METODOLOGIA Y TECNICAS DE LA INVESTIGACION;2;08:00-09:30;Mie-Sab;12;1;22/8/2020;23/8/2020 07:37;10;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
HIDI-AC_03_02-2020;P;HIDI-AC;HISTORIA DEL DISEÑO GRÁFICO;3;16:00-19:00;Sab;21;1;22/8/2020;23/8/2020 07:38;19;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT3-T_03_02-2020;P;MAT3-T;MATEMATICA III;3;13:00-16:00;Sab;80;1;22/8/2020;23/8/2020 07:43;73;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATE-E_09_02-2020;P;MATE-E;MATEMATICA I;9;13:00-16:00;Sab;62;1;22/8/2020;23/8/2020 07:55;62;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
COPA-I_01_02-2020;P;COPA-I;COMPUTACION PARALELA;1;13:00-16:00;Sab;24;1;22/8/2020;23/8/2020 07:51;24;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DIBA-I_03_02-2020;P;DIBA-I;DIBUJO APLICADO;3;08:00-11:00;Sab;25;1;22/8/2020;20/9/2020 08:34;21;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ALG1-E_03_02-2020;P;ALG1-E;ALGORITMOS I;3;16:00-19:00;Sab;16;1;22/8/2020;23/8/2020 08:40;14;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DIBT-I_02_02-2020;P;DIBT-I;DIBUJO TECNICO;2;08:00-09:30;Mie-Sab;49;1;22/8/2020;27/8/2020 09:35;43;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
INF1-I_09_02-2020;P;INF1-I;INFORMATICA;9;16:00-19:00;Sab;50;1;22/8/2020;23/8/2020 08:55;50;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
AUTO-T_02_02-2020;P;AUTO-T;AUTOMATIZACION INDUSTRIAL Y ROBOTICA;2;13:00-16:00;Sab;54;1;22/8/2020;23/8/2020 09:22;52;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SIEL-I_02_02-2020;P;SIEL-I;SISTEMAS LINEALES ELECTROMECANICOS;2;16:00-19:00;Sab;60;1;22/8/2020;23/8/2020 09:38;58;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FFIS-I_01_02-2020;P;FFIS-I;FUND. DE FISICA APLICADA;1;13:00-16:00;Sab;47;1;22/8/2020;26/8/2020 10:54;43;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CEDC-I_02_02-2020;P;CEDC-I;INGENIERIA DE LA CALIDAD/GESTION DE LA CALIDAD;2;13:00-16:00;Sab;42;1;22/8/2020;28/8/2020 16:02;40;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CEDC-I_02_02-2020;P;CEDC-I;INGENIERIA DE LA CALIDAD/GESTION DE LA CALIDAD;2;13:00-16:00;Sab;42;1;23/8/2020;23/8/2020 10:01;3;Diferido;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SIEL-I_03_02-2020;P;SIEL-I;SISTEMAS LINEALES ELECTROMECANICOS;3;16:00-19:00;Sab;74;1;22/8/2020;23/8/2020 10:42;71;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TAPO-DG_01_02-2020;P;TAPO-DG;TALLER DE PORTAFOLIO;1;13:00-16:00;Sab;54;1;22/8/2020;25/8/2020 20:45;53;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TESE-AC_01_02-2020;P;TESE-AC;TÉCNICAS SERIGRÁFICAS;1;13:00-16:00;Sab;38;1;23/8/2020;23/8/2020 11:24;37;Diferido;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TESE-AC_01_02-2020;P;TESE-AC;TÉCNICAS SERIGRÁFICAS;1;13:00-16:00;Sab;38;1;22/8/2020;23/8/2020 11:25;37;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DIBT-I_04_02-2020;P;DIBT-I;DIBUJO TECNICO;4;08:00-11:00;Sab;51;1;22/8/2020;20/9/2020 08:26;49;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FEPP-B_01_02-2020;P;FEPP-B;FORMULACION Y EVALUACION DE PROYECTOS;1;13:00-16:00;Sab;24;1;22/8/2020;23/8/2020 21:14;23;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATF-I_08_02-2020;P;MATF-I;MATEMATICA FINANCIERA;8;10:00-13:00;Dom;106;1;23/8/2020;24/8/2020 00:36;109;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT1-T_06_02-2020;P;MAT1-T;MATEMATICA I;6;07:00-10:00;Dom;42;1;23/8/2020;24/8/2020 01:08;42;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CAL3-I_04_02-2020;P;CAL3-I;MATEMATICA IV ;4;07:00-10:00;Dom;96;1;23/8/2020;24/8/2020 04:11;96;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FEPP-I_05_02-2020;P;FEPP-I;FORMULACION Y EVALUACION DE PROYECTOS;5;10:00-13:00;Dom;68;1;24/8/2020;24/8/2020 06:10;68;Diferido;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FEPP-I_05_02-2020;P;FEPP-I;FORMULACION Y EVALUACION DE PROYECTOS;5;10:00-13:00;Dom;68;1;23/8/2020;24/8/2020 06:11;68;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ESTP-I_02_02-2020;P;ESTP-I;ESTADISTICA I;2;07:00-10:00;Dom;52;1;23/8/2020;24/8/2020 06:12;49;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PEST-H_03_02-2020;P;PEST-H;PSICO-ESTADISTICA;3;07:00-10:00;Dom;33;1;23/8/2020;24/8/2020 06:15;31;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
INF1-I_10_02-2020;P;INF1-I;INFORMATICA;10;07:00-10:00;Dom;55;1;23/8/2020;24/8/2020 06:20;58;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
FIS1-I_05_02-2020;P;FIS1-I;FISICA I;5;10:00-13:00;Dom;46;1;23/8/2020;24/8/2020 06:21;44;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CAL3-I_05_02-2020;P;CAL3-I;MATEMATICA IV ;5;07:00-10:00;Dom;69;1;23/8/2020;24/8/2020 06:26;68;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
EI-I_04_02-2020;P;EI-I;ESTADISTICA Y PROBABILIDADES;4;10:00-13:00;Dom;120;1;23/8/2020;24/8/2020 06:45;116;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATE-E_10_02-2020;P;MATE-E;MATEMATICA I;10;10:00-13:00;Dom;41;1;23/8/2020;24/8/2020 06:58;42;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ESTE-E_05_02-2020;P;ESTE-E;ESTADISTICA;5;10:00-13:00;Dom;81;1;23/8/2020;24/8/2020 07:03;82;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TICO-N_01_02-2020;P;TICO-N;TECNOLOGIA DE LA INFORMACION EN LAS COMUNICACIONES                         ;1;07:00-10:00;Dom;14;1;23/8/2020;24/8/2020 07:15;15;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
PROG1-I_02_02-2020;P;PROG1-I;PROGRAMACION I;2;07:00-10:00;Dom;32;1;23/8/2020;24/8/2020 07:18;30;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MAT1-T_07_02-2020;P;MAT1-T;MATEMATICA I;7;10:00-13:00;Dom;34;1;23/8/2020;24/8/2020 07:20;32;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PRAR2-AC_02_02-2020;P;PRAR2-AC;PRESENTACION ARQUITECTONICA II;2;10:00-13:00;Dom;15;1;23/8/2020;24/8/2020 07:25;15;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TPR1-N_01_02-2020;P;TPR1-N;TECNICAS DE PROGRAMACION I;1;07:00-10:00;Dom;22;1;23/8/2020;24/8/2020 08:20;29;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DIBP-H_03_02-2020;P;DIBP-H;DIBUJO PUBLICITARIO ;3;10:00-13:00;Dom;19;1;23/8/2020;24/8/2020 09:06;18;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT1-T_08_02-2020;P;MAT1-T;MATEMATICA I;8;08:00-09:30;Lu-Vie;52;1;24/8/2020;24/8/2020 17:07;48;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DII2-DG_01_02-2020;P;DII2-DG;DISEÑO DE INTERFACES II;1;08:00-09:30;Lu-Vie;49;1;24/8/2020;24/8/2020 17:22;42;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PROG4-I_02_02-2020;P;PROG4-I;PROGRAMACION IV;2;08:00-09:30;Lu-Vie;95;1;24/8/2020;17/9/2020 15:16;91;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
FIS1-I_03_02-2020;P;FIS1-I;FISICA I;3;08:00-09:30;Lu-Vie;83;1;24/8/2020;24/8/2020 18:53;70;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT1-T_01_02-2020;P;MAT1-T;MATEMATICA I;1;08:00-09:30;Lu-Vie;87;1;24/8/2020;24/8/2020 18:54;87;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DII1-DG_01_02-2020;P;DII1-DG;DISEÑO DE INTERFACES I;1;08:00-09:30;Lu-Vie;46;1;24/8/2020;24/8/2020 19:18;48;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ALG2-E_01_02-2020;P;ALG2-E;ALGORITMOS II;1;08:00-09:30;Lu-Vie;36;1;24/8/2020;24/8/2020 22:31;31;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TAEX-DG_02_02-2020;P;TAEX-DG;TALLER DE EXPRESIÓN ORAL Y REDACCIÓN CREATIVA;2;17:00-18:30;Lu-Mie;15;1;24/8/2020;26/8/2020 06:58;10;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TADT-DG_02_02-2020;P;TADT-DG;TALLER DE DISEÑO TRIDIMENSIONAL;2;17:00-18:30;Lu-Mie;15;1;24/8/2020;25/8/2020 00:00;13;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
AYDS-I_02_02-2020;P;AYDS-I;LENGUAJE UNIFICADO MODELADO(UML);2;08:00-09:30;Lu-Vie;83;1;24/8/2020;29/8/2020 12:17;76;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETS3-T_01_02-2020;P;ETS3-T;DESARROLLO DE REDES DE DATOS III;1;17:00-18:30;Lu-Mie;63;1;24/8/2020;25/8/2020 00:03;63;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ADCC-I_01_02-2020;P;ADCC-I;ADMON DE CENTROS DE COMPUTO;1;17:00-18:30;Lu-Mie;73;1;24/8/2020;25/8/2020 00:14;73;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MAT2-I_01_02-2020;P;MAT2-I;MATEMATICA II;1;17:00-18:30;Lu-Mie;37;1;24/8/2020;25/8/2020 00:33;35;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATF-I_04_02-2020;P;MATF-I;MATEMATICA FINANCIERA;4;17:00-18:30;Lu-Mie;88;1;24/8/2020;25/8/2020 04:08;86;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT2-T_02_02-2020;P;MAT2-T;MATEMATICA II;2;13:00-14:30;Lu-Vie;82;1;24/8/2020;25/8/2020 04:08;80;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
BAS1-I_02_02-2020;P;BAS1-I;BASES DE DATOS I;2;08:00-09:30;Lu-Vie;123;1;24/8/2020;24/9/2020 07:47;114;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
BAS1-I_03_02-2020;P;BAS1-I;BASES DE DATOS I;3;17:00-18:30;Lu-Mie;78;1;24/8/2020;25/8/2020 05:01;71;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
INF1-I_05_02-2020;P;INF1-I;INFORMATICA;5;17:00-18:30;Lu-Mie;42;1;24/8/2020;25/8/2020 05:22;45;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MAT1-T_03_02-2020;P;MAT1-T;MATEMATICA I;3;17:00-18:30;Lu-Mie;17;1;24/8/2020;25/8/2020 05:58;17;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CAL3-I_02_02-2020;P;CAL3-I;MATEMATICA IV ;2;08:00-09:30;Lu-Vie;89;1;24/8/2020;29/8/2020 09:04;69;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SIOP-I_01_02-2020;P;SIOP-I;SISTEMAS OPERATIVOS;1;17:00-18:30;Lu-Mie;83;1;24/8/2020;22/9/2020 06:33;83;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
AUTO-T_01_02-2020;P;AUTO-T;AUTOMATIZACION INDUSTRIAL Y ROBOTICA;1;17:00-18:30;Lu-Mie;54;1;24/8/2020;25/8/2020 07:28;54;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATE-E_05_02-2020;P;MATE-E;MATEMATICA I;5;17:00-18:30;Lu-Mie;20;1;24/8/2020;25/8/2020 07:51;21;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SPT2-T_01_02-2020;P;SPT2-T;SOPORTE TÉCNICO II;1;17:00-18:30;Lu-Mie;13;1;24/8/2020;25/8/2020 08:04;13;Ordinario;HARDWARE;Marvin Elenilson Hernandez Montoya;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETS1-T_01_02-2020;P;ETS1-T;DESARROLLO DE REDES DE DATOS I;1;17:00-18:30;Lu-Mie;75;1;24/8/2020;25/8/2020 08:06;75;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
STRE-T_01_02-2020;P;STRE-T;SOPORTE TECNICO DE RED;1;17:00-18:30;Lu-Mie;34;1;24/8/2020;25/8/2020 08:09;33;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TAI2-AC_01_02-2020;P;TAI2-AC;TALLER INTEGRAL II;1;08:00-09:30;Lu-Mie-Vie;55;1;24/8/2020;22/9/2020 10:26;54;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
REMA-AC_01_02-2020;P;REMA-AC;RESISTENCIA DE MATERIALES;1;08:00-09:30;Lu-Vie;42;1;24/8/2020;4/9/2020 20:38;38;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
HARE-I_01_02-2020;P;HARE-I;HARDWARE DE REDES;1;08:00-09:30;Lu-Vie;15;1;24/8/2020;25/8/2020 11:45;14;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
INF1-T_01_02-2020;P;INF1-T;INFORMATICA GENERAL ;1;17:00-18:30;Lu-Mie;52;1;24/8/2020;25/8/2020 11:58;52;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ADS-I_01_02-2020;P;ADS-I;ANALISIS Y DISEÑO DE SISTEMAS DE INFORMACION PARA BASES DE DATOS;1;17:00-18:30;Lu-Mie;7;1;24/8/2020;22/9/2020 08:05;11;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
PROG1-I_01_02-2020;P;PROG1-I;PROGRAMACION I;1;08:00-09:30;Ma-Jue;73;1;25/8/2020;23/9/2020 08:29;68;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
INF1-I_12_02-2020;P;INF1-I;INFORMATICA;12;08:00-09:30;Ma-Jue;82;1;25/8/2020;25/8/2020 17:44;77;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MAIBD2-I_01_02-2020;P;MAIBD2-I;APLICACION DE TEORIA MATEMATICA PARA INFORMATICA Y BASES DE DATOS II;1;08:00-09:30;Ma-Jue;9;1;25/8/2020;25/8/2020 18:14;8;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MATF-I_03_02-2020;P;MATF-I;MATEMATICA FINANCIERA;3;08:00-09:30;Ma-Jue;86;1;25/8/2020;26/8/2020 08:37;83;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TER2-T_01_02-2020;P;TER2-T;TECNOLOGIA CERTIFICADA EN REDES II;1;08:00-09:30;Ma-Jue;20;1;25/8/2020;25/8/2020 18:39;18;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
